"name","genre","menu","address","phone","update"
"かしわ舎服部店　（焼き鳥）","焼き鳥","◆テイクアウト
・名物炭火炙り焼き(￥410)
・名物きゅうり漬け(￥410)
・名物チキン南蛮(￥519)
※テイクアウトメニュー詳しくは下のメニューより

※電話による注文予約可
※刺身類はテイクアウト出来ません。
※出来るだけお電話下さい。
※混み具合、仕入れ状況によりお断りする場合があります。
※割り引きクーポンは使用出来ません。","大阪府豊中市服部豊町1-2-6 サンライフ服部103","06-6867-0750","2020/05/03"
"手づくり居酒屋くし正　(居酒屋）","居酒屋","◆テイクアウト　　＊税別価格＊容器代含む
・合鴨ロース(600円)、・各種サラダ(500円～）
・各種から揚げ(400円～)、・ミンチカツ(600円)、
・海鮮丼(1000円)、・海鮮太��き(1000円)　等
","大阪府豊中市庄内西町3-4-25　2階","06-6336-3288","2020/04/06"
"丸十寿司　和鮮　(寿司）","寿司","◆テイクアウト
・中にぎり(￥1320)
・上にぎり(￥2189）
・おまかせ造り盛り合わせ(1～2人前)（￥1738)","大阪府豊中市庄内西町2-22-38&nbsp;","06-6333-4947","2020/04/12"
"カリトロ庄内店　（たこ焼き）","たこ焼き","◆テイクアウト
・たこ焼き6個(￥390)
・唐揚げ3個(￥240)
・唐揚げ丼(￥500)
","大阪府豊中市庄内東町1-7-22","06-6333-1227","2020/04/06"
"炭火焼鳥  松家　（焼き鳥）","焼き鳥","◆テイクアウトメニュー
・鶏南蛮フライ １枚(￥500)、２枚(￥780)
・せせりバラ焼き(￥580）
・焼鳥各種(￥130～）※１本からご注文可能","大阪府豊中市庄内東町2-4-8","06-6333-7994","2020/04/07"
"ごがつなのか　（和食）","和食","◆テイクアウト
2日前のご予約にてお弁当をお作り致します。
価格は1人3000円から上限無く対応致します。
お写真のお料理で2人前で6000円です。
ご飯物の有る無しをお伝え下さい。
ご注文お待ちしております。
","大阪府豊中市庄内西町2-23-41","06-6335-5735","2020/05/02"
"スパイス食堂ナムナム　（カレー／バル）","カレー／バル","◆テイクアウト
・単品カレー(￥900～）
・あいがけカレー(￥1000～
・おまかせおつまみ盛り(￥880)

※電話による注文予約可
※ディナーのテイクアウトは21時ラストオーダー。
※お届け可
※テイクアウトメニュー、日替わりのカレーの内容はInstagram、Facebook、Twitterに随時掲載しておりますのでぜひご覧ください。
※ダイレクトメッセージからもご注文承ります。
","大阪府豊中市庄内東町1-9-17","06-6331-5577","2020/04/08"
"カレー屋　グランドセントラル　（カレー屋）","カレー屋","◆テイクアウト
・欧風カレー(￥650)
・スパイスカレー(￥650)

※予約不可
※容器持参で箱代（￥50）値引き","大阪府豊中市庄内幸町3-3-39","090-6548-8061","2020/04/09"
"ヒカリ珈琲　（駄菓子カフェ＆バー）","駄菓子カフェ＆バー","◆テイクアウト
・ポテトフライ 大(￥350)
・あげタコ焼き 10個(￥300)
・ハーフカットピザ(￥250)

※電話による注文予約可

","大阪府豊中市三和町1-3-15","06-7506-9209","2020/04/11"
"手打さぬきうどん　えん　（和食）","和食","◆テイクアウト
・お弁当（並）(￥500)
・カレーうどん(￥700)
・肉うどん(￥750)

※電話による注文予約可
※出前館対応可
※お届けもできます。
※オードブルなども対応しています。お気軽にお問い合わせ下さい^ - ^","大阪府豊中市庄内西町3-16-7 ヴィラベルデ1Ｆ","06-6333-2626","2020/04/12"
"めっちゃおいしいカレー屋さん　BOSS　（カレー専門店)","カレー専門店","◆テイクアウト
・BOSSカレー(￥580)
・ロースカツカレー(￥940)
・1日分の野菜を食べるカレー(￥980)
※電話による注文予約可
※石焼きカレーは、テイクアウトできません。

","大阪府豊中市庄内東町2-1-23 誠宏ビル","06-6332-9550","2020/04/13"
"旨めし鉄板　大知　（鉄板焼き　お好み焼き　焼きそば）","鉄板焼き　お好み焼き　焼きそば","◆テイクアウト
・ブタ玉(￥648)
・ブタそば（￥648)
・ミックス玉(￥810)

※予約必須
※ただいまコロナの影響で19時ラストオーダー20時閉店になっております。","大阪府豊中市庄内西町2丁目24-8","06-6151-3988","2020/04/15"
"うどん　そば　かがみや","","◆テイクアウトメニュー
・玉子丼(￥500税込)
・他丼物（オール￥650税込)　他　一品ものテイクアウトできます。

※電話による注文予約可
※Uber Eats対応可
※ウーバーは登録したばかりなので　まだ少し時間がかかります。","大阪府豊中市庄内西町　3-1-5 サンパティオ　4F","06-6331-9805","2020/04/29"
"ごはんや ぐぅ　（洋食/カフェ）","洋食/カフェ","◆テイクアウト
・スペシャルランチ(￥1,000）
・ハンバーグランチ（￥880)
・ミックスランチ(￥800)

※電話による注文予約可
※クーポンのご利用で100円引き！！
※ごはん無しの御注文100円引き！","大阪府豊中市庄内幸町2-15-13","06-6335-7250","2020/04/15"
"たぬきや　　（焼き鳥屋）","焼き鳥屋","◆テイクアウト
・焼き鳥各種￥140~
・鳥の唐揚げ￥500
・親子丼￥680　他

※箱代別途
※電話による注文予約可
※ご予約していただくとスムーズにお渡しできます。
※営業時間など変更あり。まずはお電話下さい！","大阪府豊中市庄内西町2-22-34","06-6335-3125","2020/04/22"
"カリッジュ　豊中庄内店　（から揚げ）","から揚げ","◆テイクアウト
・骨なしからあげ　5個入り（￥430)　3個入り(￥260)
・からあげ弁当(￥500～)

※電話による注文予約可
※出前館、Uber Eats対応可
","大阪府豊中市庄内西町3-1-5 サンパティオ1F","06-6332-2810","2020/04/18"
"ワインバル  KAIKA　（ワインバル）","ワインバル","◆テイクアウト
・お野菜沢山のチキンスープカレー(￥600)
・お野菜沢山のハンバーグスープカレー(￥700)
・ターメリックライス(￥100)
・(不定期で)豚スネ肉のデミシチュー(￥880)

※電話による注文予約可
","大阪府豊中市庄内西町 2-2114","06-6332-1649","2020/04/20"
"蔵の坊　（和食）","和食","◆テイクアウト
・日替わり弁当（￥750)　限定20個

※お弁当おひとつからでも喜んでお作り致します。
※お客様の飽きがこないようなメニュー作りを心掛けています。

※予約必須
※電話による注文をお受けしてからお作りいたしますので早めのご予約をお願いいたします。
※前日にご予約をいただけたらスムーズにお渡しが出来ます。
※前日又は当日は10時までにご予約いただけると助かります。
","大阪府豊中市庄内東町4-12-15 太洋マンション102","080-6320-8514","2020/04/19"
"チャイニーズダイナー 翔龍（シャンロン）","シャンロン","◆テイクアウト
・翔龍弁当（日替わり）(¥500)
・天津飯(¥500)
・麻婆丼(¥500)

※電話による注文予約可
※前もって予約いただけるとお待たせ致しません
※その他のメニューも受け付けてます。よろしくお願いいたします。","大阪府豊中市庄内西町2-6-1","050-5366-1678","2020/04/21"
"鯖や　（鯖寿司）","鯖寿司","◆テイクアウト
・とろ鯖大名巻(￥864)
・ハーフ＆ハーフ（松前風とろ鯖寿司と焼さば寿司のセット）(￥1188
・とろ鯖棒寿司(￥2057)

※電話による注文予約可
※売り切れの際はご容赦くださいませ。","大阪府豊中市庄内東町1-10-1","06-6335-5282","2020/04/19"
"ル・クロワッサン庄内店　（ベーカリー)","ベーカリー","◆テイクアウト
・ルクロのプチクロ(￥40)
・カリカリ塩パン(￥129)
・たっぷり明太スティック(￥172)　ほか

※予約不可
※５月以降出前館での配達予定","大阪府豊中市庄内西町2-22-8","06-6332-1488","2020/04/21"
"本格炭火焼やきとり　鳥屋　（やきとり屋）","やきとり屋","◆テイクアウト
・ねぎま(￥308)
・ツクネ(￥303)
・鳥丼（￥505)　ほか

※箱代別途
※予約必須
※テイクアウトに対応出来ないメニューがあります。","大阪府豊中市豊南町西3-20-22-101 豊中シエラハウス","06-6332-1398","2020/04/23"
"ここや食堂　（和食　洋食　鉄板焼）","和食　洋食　鉄板焼","◆テイクアウト
・とん平焼き(￥550)
・もも焼き(￥650)
・焼そば(￥500)

※電話による注文予約可
※定食もテイクアウトOK！(お味噌汁、お吸い物は容器を持参してくださいね。)
※GW5月3日～5月7日はお休みします。
※paypay 利用可
※クレジット利用不可","大阪府豊中市庄内西町 3-5-10","06-6333-1321","2020/04/27"
"金比羅製麺　豊中大黒店　（和食）","和食","◆テイクアウト
・きつねうどん(￥410)
・とろ玉うどん(￥453)
・ぶっかけうどん(￥302)

※電話による注文予約可
","大阪府豊中市大黒町1-20-1","06-6336-6600","2020/04/26"
"〈中華食堂〉ナガサキの鐘","","◆テイクアウト
・長崎ちゃんぽん(￥610)
・自家製ぎょうざ(￥250)
・若鶏のカラアゲ(￥610)

※電話による注文予約可
","大阪府豊中市小曽根4-2-8","06-6334-7961","2020/04/28"
"ビストロアンフィニ　（洋食）","洋食","◆テイクアウト
・自家製ベーコンのペペロンチーノ(￥1150→￥920)
・マルゲリータピッツァ(￥1250→￥1000)
・ポルチーニ茸とキノコのクリームリゾット(￥1400→￥1120)

※予約が必須
※テイクアウトのメニューは現在、全て20%引きです。","大阪府豊中市庄内東町１－７－２７ イーグルビル２階","06-6335-1052","2020/05/02"
"めしや食堂（豊中名神口店）　（和食）","和食","◆テイクアウト　※税抜
・さば＆唐揚げ弁当(￥550)
・タルタルキチン南蛮弁当(￥550)
・デミグラスハンバーグ＆チキンカツ弁当(￥550)

※電話による注文予約可
","大阪府豊中市名神口１丁目２番６号","06-6866-7511","2020/05/02"
"キッチンはる　（焼鳥）","焼鳥","◆テイクアウト
・焼鳥各種
・炭火もも焼き（鶏　￥1000）（鴨　￥1800）
・おでん各種

※電話による注文予約可
※日替わりのお持ち帰りメニューもあります。お電話でお問い合わせください","大阪府豊中市三国1-11-5","06-7503-8040","2020/04/25"
